,action_type,combined_shot_type,game_event_id,lat,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
4274,Turnaround Jump Shot,Jump Shot,379,34.0593,-118.1238,0,3,1,2000-01,30,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/6/2001,Home,SAC,26273,14347,68,94
4275,Layup Shot,Layup,243,34.0443,-118.2698,1,2,1,2000-01,9,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/8/2001,Home,SAC,26286,15382,68,92.86
4276,Jump Shot,Jump Shot,39,33.9913,-118.2138,7,1,1,2000-01,29,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/11/2001,Away,SAC,26297,14294,74,97.92
4277,Jump Shot,Jump Shot,328,34.0083,-118.0918,3,3,1,2000-01,28,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/11/2001,Away,SAC,26309,14294,74,97.92
4278,Jump Shot,Jump Shot,371,34.0443,-118.1218,11,4,1,2000-01,37,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/11/2001,Away,SAC,26313,14294,74,97.92
4279,Jump Shot,Jump Shot,20,33.8883,-118.3638,9,1,1,2000-01,49,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/13/2001,Away,SAC,26319,14698,71,96.11
4280,Jump Shot,Jump Shot,242,33.9403,-118.3008,11,3,1,2000-01,41,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/13/2001,Away,SAC,26329,14698,71,96.11
4281,Driving Layup Shot,Layup,244,34.0443,-118.2698,11,3,1,2000-01,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/13/2001,Away,SAC,26330,14698,71,96.11
4282,Jump Shot,Jump Shot,257,33.8543,-118.2858,10,3,1,2000-01,6,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/13/2001,Away,SAC,26333,14698,71,96.11
4283,Dunk Shot,Dunk,219,34.0403,-118.2708,10,3,1,2000-01,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/2001,Away,SAS,26361,15435,70,89.06
4284,Layup Shot,Layup,272,34.0443,-118.2668,5,3,1,2000-01,2,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/2001,Away,SAS,26366,15435,70,89.06
4285,Slam Dunk Shot,Dunk,370,34.0503,-118.2668,6,4,1,2000-01,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/2001,Away,SAS,26376,15435,70,89.06
4286,Layup Shot,Layup,405,34.0503,-118.2708,3,4,1,2000-01,58,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/2001,Away,SAS,26378,15435,70,89.06
4287,Jump Shot,Jump Shot,16,33.9783,-118.4358,8,1,1,2000-01,51,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/21/2001,Away,SAS,26382,12631,72,94.54
4288,Jump Shot,Jump Shot,150,33.8733,-118.3708,4,2,1,2000-01,25,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/21/2001,Away,SAS,26389,12631,72,94.54
4289,Jump Shot,Jump Shot,190,34.0023,-118.2708,1,2,1,2000-01,41,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/21/2001,Away,SAS,26391,12631,72,94.54
4290,Turnaround Jump Shot,Jump Shot,369,33.9073,-118.2708,6,4,1,2000-01,43,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/21/2001,Away,SAS,26401,12631,72,94.54
4291,Jump Shot,Jump Shot,233,34.0523,-118.4058,2,2,1,2000-01,35,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/25/2001,Home,SAS,26415,16591,71,99.11
4292,Turnaround Jump Shot,Jump Shot,301,33.9533,-118.3488,8,3,1,2000-01,23,12,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/25/2001,Home,SAS,26419,16591,71,99.11
4293,Slam Dunk Shot,Dunk,315,34.0443,-118.2698,6,3,1,2000-01,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/25/2001,Home,SAS,26421,16591,71,99.11
4294,Jump Shot,Jump Shot,322,33.8983,-118.3488,5,3,1,2000-01,42,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/25/2001,Home,SAS,26422,16591,71,99.11
4295,Driving Layup Shot,Layup,370,34.0443,-118.2698,1,3,1,2000-01,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/25/2001,Home,SAS,26423,16591,71,99.11
4296,Reverse Layup Shot,Layup,383,34.0443,-118.2698,0,3,1,2000-01,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/25/2001,Home,SAS,26424,16591,71,99.11
4297,Turnaround Jump Shot,Jump Shot,272,33.9283,-118.2738,10,3,1,2000-01,25,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/27/2001,Home,SAS,26441,14478,72,94.83
4298,Jump Shot,Jump Shot,282,33.8443,-118.2458,8,3,1,2000-01,44,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/27/2001,Home,SAS,26442,14478,72,94.83
4299,Running Jump Shot,Jump Shot,407,33.9973,-118.2708,9,4,1,2000-01,5,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/27/2001,Home,SAS,26446,14478,72,94.83
4300,Jump Shot,Jump Shot,423,33.8583,-118.4508,7,4,1,2000-01,13,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/27/2001,Home,SAS,26447,14478,72,94.83
4301,Jump Shot,Jump Shot,437,33.9133,-118.3998,6,4,1,2000-01,15,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/27/2001,Home,SAS,26448,14478,72,94.83
4302,Jump Shot,Jump Shot,56,33.8923,-118.1148,5,1,1,2000-01,33,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,6/6/2001,Home,PHI,26451,14078,71,94.81
4303,Jump Shot,Jump Shot,220,33.8883,-118.2858,0,2,1,2000-01,47,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,6/6/2001,Home,PHI,26459,14078,71,94.81
4304,Jump Shot,Jump Shot,363,34.0593,-118.1448,11,4,1,2000-01,29,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,6/6/2001,Home,PHI,26465,14078,71,94.81
4305,Jump Shot,Jump Shot,43,33.9193,-118.3708,7,1,1,2000-01,19,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,6/8/2001,Home,PHI,26476,16775,70,97.13
4306,Jump Shot,Jump Shot,125,33.8813,-118.3428,0,1,1,2000-01,28,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,6/8/2001,Home,PHI,26481,16775,70,97.13
4307,Slam Dunk Shot,Dunk,237,34.0443,-118.2698,0,2,1,2000-01,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/8/2001,Home,PHI,26487,16775,70,97.13
4308,Jump Shot,Jump Shot,108,33.9403,-118.2818,11,2,1,2000-01,27,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,6/10/2001,Away,PHI,26501,13422,67,95.74
4309,Driving Layup Shot,Layup,223,34.0443,-118.2698,10,3,1,2000-01,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/10/2001,Away,PHI,26513,13422,67,95.74
4310,Jump Shot,Jump Shot,261,33.9623,-118.2738,5,3,1,2000-01,32,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,6/10/2001,Away,PHI,26517,13422,67,95.74
4311,Driving Finger Roll Shot,Layup,73,34.0443,-118.2698,3,1,1,2000-01,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/13/2001,Away,PHI,26527,13613,71,91.71
4312,Driving Layup Shot,Layup,324,34.0443,-118.2698,3,3,1,2000-01,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/13/2001,Away,PHI,26534,13613,71,91.71
4313,Slam Dunk Shot,Dunk,330,34.0443,-118.2698,3,3,1,2000-01,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/13/2001,Away,PHI,26535,13613,71,91.71
4314,Jump Shot,Jump Shot,218,33.8083,-118.3538,2,2,1,2000-01,30,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,6/15/2001,Away,PHI,26545,15796,67,96.66
4315,Jump Shot,Jump Shot,273,34.0083,-118.2968,10,3,1,2000-01,36,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,6/15/2001,Away,PHI,26550,15796,67,96.66
4316,Jump Shot,Jump Shot,25,33.9873,-118.1788,9,1,1,2001-02,57,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/21/2002,Home,POR,26558,15149,65,97.58
4317,Driving Layup Shot,Layup,258,34.0443,-118.2698,11,3,1,2001-02,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/21/2002,Home,POR,26571,15149,65,97.58
4318,Layup Shot,Layup,275,34.0443,-118.2698,8,3,1,2001-02,27,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/21/2002,Home,POR,26573,15149,65,97.58
4319,Jump Shot,Jump Shot,312,33.9003,-118.4228,5,3,1,2001-02,0,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/21/2002,Home,POR,26575,15149,65,97.58
4320,Layup Shot,Layup,351,34.0443,-118.2698,1,3,1,2001-02,25,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/21/2002,Home,POR,26578,15149,65,97.58
4321,Driving Finger Roll Shot,Layup,446,34.0443,-118.2698,6,4,1,2001-02,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/21/2002,Home,POR,26583,15149,65,97.58
4322,Jump Shot,Jump Shot,96,33.8203,-118.1488,0,1,1,2001-02,57,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/25/2002,Home,POR,26590,13787,74,92.06
4323,Running Jump Shot,Jump Shot,139,33.9743,-118.3118,9,2,1,2001-02,44,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,4/25/2002,Home,POR,26593,13787,74,92.06
4324,Jump Shot,Jump Shot,391,33.9913,-118.3238,11,4,1,2001-02,3,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/25/2002,Home,POR,26602,13787,74,92.06
4325,Running Jump Shot,Jump Shot,9,33.9093,-118.2628,11,1,1,2001-02,2,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,4/28/2002,Away,POR,26606,14804,69,92.81
4326,Driving Layup Shot,Layup,193,34.0443,-118.2698,2,2,1,2001-02,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/28/2002,Away,POR,26613,14804,69,92.81
4327,Jump Shot,Jump Shot,245,34.0333,-118.3768,11,3,1,2001-02,9,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/28/2002,Away,POR,26615,14804,69,92.81
4328,Jump Shot,Jump Shot,310,33.9683,-118.4478,4,3,1,2001-02,45,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/28/2002,Away,POR,26618,14804,69,92.81
4329,Driving Dunk Shot,Dunk,198,34.0443,-118.2698,7,2,1,2001-02,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/5/2002,Home,SAS,26628,15262,68,95.84
4330,Running Jump Shot,Jump Shot,222,33.9873,-118.2818,5,2,1,2001-02,18,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/5/2002,Home,SAS,26630,15262,68,95.84
4331,Jump Shot,Jump Shot,365,33.9113,-118.2118,2,3,1,2001-02,47,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/5/2002,Home,SAS,26635,15262,68,95.84
4332,Jump Shot,Jump Shot,72,33.8253,-118.2738,4,1,1,2001-02,0,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/7/2002,Home,SAS,26645,14348,72,96.38
4333,Jump Shot,Jump Shot,107,34.0693,-118.1338,0,1,1,2001-02,0,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/7/2002,Home,SAS,26648,14348,72,96.38
4334,Jump Shot,Jump Shot,239,33.7913,-118.3388,10,3,1,2001-02,20,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/7/2002,Home,SAS,26651,14348,72,96.38
4335,Jump Shot,Jump Shot,329,33.9683,-118.2208,11,4,1,2001-02,46,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/7/2002,Home,SAS,26660,14348,72,96.38
4336,Turnaround Jump Shot,Jump Shot,385,33.9343,-118.3748,6,4,1,2001-02,9,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/7/2002,Home,SAS,26663,14348,72,96.38
4337,Fadeaway Jump Shot,Jump Shot,395,33.9813,-118.2538,4,4,1,2001-02,50,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/7/2002,Home,SAS,26664,14348,72,96.38
4338,Running Jump Shot,Jump Shot,398,34.0463,-118.3658,4,4,1,2001-02,19,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/7/2002,Home,SAS,26665,14348,72,96.38
4339,Running Jump Shot,Jump Shot,70,33.9973,-118.2378,3,1,1,2001-02,16,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/10/2002,Away,SAS,26673,13461,69,94.31
4340,Jump Shot,Jump Shot,107,33.8543,-118.4318,11,2,1,2001-02,22,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/10/2002,Away,SAS,26675,13461,69,94.31
4341,Layup Shot,Layup,112,34.0143,-118.2858,10,2,1,2001-02,49,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/10/2002,Away,SAS,26676,13461,69,94.31
4342,Jump Shot,Jump Shot,116,33.9153,-118.4078,10,2,1,2001-02,41,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/10/2002,Away,SAS,26677,13461,69,94.31
4343,Layup Shot,Layup,124,34.0353,-118.2858,9,2,1,2001-02,19,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/10/2002,Away,SAS,26679,13461,69,94.31
4344,Layup Shot,Layup,221,34.0443,-118.2858,0,2,1,2001-02,21,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/10/2002,Away,SAS,26687,13461,69,94.31
4345,Layup Shot,Layup,247,34.0293,-118.2708,9,3,1,2001-02,19,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/10/2002,Away,SAS,26689,13461,69,94.31
4346,Layup Shot,Layup,432,34.0183,-118.2708,1,4,1,2001-02,40,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/10/2002,Away,SAS,26697,13461,69,94.31
4347,Driving Layup Shot,Layup,268,34.0443,-118.2698,7,3,1,2001-02,49,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/14/2002,Home,SAS,26737,16509,68,96.97
4348,Slam Dunk Shot,Dunk,28,34.0443,-118.2698,7,1,1,2001-02,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/18/2002,Away,SAC,26747,17499,70,99.73
4349,Jump Shot,Jump Shot,44,33.9173,-118.1278,5,1,1,2001-02,43,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/18/2002,Away,SAC,26748,17499,70,99.73
4350,Jump Shot,Jump Shot,60,33.9383,-118.2688,3,1,1,2001-02,38,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/18/2002,Away,SAC,26749,17499,70,99.73
4351,Slam Dunk Shot,Dunk,90,34.0443,-118.2698,0,1,1,2001-02,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/18/2002,Away,SAC,26754,17499,70,99.73
4352,Jump Shot,Jump Shot,205,33.8733,-118.1998,0,2,1,2001-02,27,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/18/2002,Away,SAC,26759,17499,70,99.73
4353,Driving Layup Shot,Layup,242,34.0443,-118.2698,9,3,1,2001-02,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/18/2002,Away,SAC,26760,17499,70,99.73
4354,Jump Shot,Jump Shot,338,33.9513,-118.3658,11,4,1,2001-02,46,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/18/2002,Away,SAC,26765,17499,70,99.73
4355,Jump Shot,Jump Shot,418,33.9973,-118.2208,4,4,1,2001-02,21,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/18/2002,Away,SAC,26769,17499,70,99.73
4356,Jump Shot,Jump Shot,431,33.8293,-118.1338,3,4,1,2001-02,9,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/18/2002,Away,SAC,26771,17499,70,99.73
4357,Jump Shot,Jump Shot,81,34.0273,-118.4738,2,1,1,2001-02,57,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/20/2002,Away,SAC,26776,16303,71,94.16
4358,Jump Shot,Jump Shot,105,33.9833,-118.2738,0,1,1,2001-02,35,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/20/2002,Away,SAC,26778,16303,71,94.16
4359,Jump Shot,Jump Shot,195,33.9663,-118.1008,4,2,1,2001-02,14,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/20/2002,Away,SAC,26780,16303,71,94.16
4360,Jump Shot,Jump Shot,256,33.8253,-118.1488,0,2,1,2001-02,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/20/2002,Away,SAC,26783,16303,71,94.16
4361,Jump Shot,Jump Shot,284,33.9553,-118.2968,7,3,1,2001-02,46,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/20/2002,Away,SAC,26785,16303,71,94.16
4362,Jump Shot,Jump Shot,256,34.0143,-118.1008,7,3,1,2001-02,56,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/24/2002,Home,SAC,26800,14713,72,93.19
4363,Jump Shot,Jump Shot,297,33.9743,-118.2688,3,3,1,2001-02,26,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/24/2002,Home,SAC,26804,14713,72,93.19
4364,Jump Shot,Jump Shot,432,33.8313,-118.1338,5,4,1,2001-02,42,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/24/2002,Home,SAC,26812,14713,72,93.19
4365,Jump Shot,Jump Shot,477,33.7873,-118.2268,2,4,1,2001-02,2,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/24/2002,Home,SAC,26816,14713,72,93.19
4366,Driving Layup Shot,Layup,210,34.0443,-118.2698,5,2,1,2001-02,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/26/2002,Home,SAC,26823,15556,73,94.47
4367,Layup Shot,Layup,342,34.0443,-118.2698,4,3,1,2001-02,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/26/2002,Home,SAC,26834,15556,73,94.47
4368,Running Jump Shot,Jump Shot,355,34.0373,-118.1788,3,3,1,2001-02,9,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/26/2002,Home,SAC,26836,15556,73,94.47
4369,Running Jump Shot,Jump Shot,481,33.9813,-118.3118,1,4,1,2001-02,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/26/2002,Home,SAC,26841,15556,73,94.47
4370,Jump Shot,Jump Shot,32,34.0373,-118.1548,7,1,1,2001-02,50,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/28/2002,Away,SAC,26845,16231,71,92.49
4371,Jump Shot,Jump Shot,126,33.8843,-118.1928,9,2,1,2001-02,16,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/28/2002,Away,SAC,26849,16231,71,92.49
4372,Running Jump Shot,Jump Shot,209,33.9513,-118.2478,1,2,1,2001-02,45,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/28/2002,Away,SAC,26854,16231,71,92.49
4373,Jump Shot,Jump Shot,274,33.8733,-118.2208,8,3,1,2001-02,48,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/28/2002,Away,SAC,26858,16231,71,92.49
4374,Jump Shot,Jump Shot,359,33.9073,-118.0498,0,3,1,2001-02,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/28/2002,Away,SAC,26860,16231,71,92.49
4375,Jump Shot,Jump Shot,448,34.0163,-118.4528,2,4,1,2001-02,37,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/28/2002,Away,SAC,26866,16231,71,92.49
4376,Jump Shot,Jump Shot,485,34.0213,-118.1068,0,4,1,2001-02,0,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/28/2002,Away,SAC,26871,16231,71,92.49
4377,Tip Shot,Tip Shot,20,34.0443,-118.2698,9,1,1,2001-02,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/31/2002,Home,SAC,26873,14874,70,94.76
4378,Jump Shot,Jump Shot,177,33.9683,-118.2698,5,2,1,2001-02,53,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,6/2/2002,Away,SAC,26905,14743,69,92.64
4379,Jump Shot,Jump Shot,205,34.0173,-118.2138,2,2,1,2001-02,35,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,6/2/2002,Away,SAC,26907,14743,69,92.64
4380,Turnaround Jump Shot,Jump Shot,45,33.9973,-118.1848,6,1,1,2001-02,46,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,6/5/2002,Home,NJN,26920,12918,69,93.27
4381,Jump Shot,Jump Shot,85,33.7873,-118.4168,1,1,1,2001-02,19,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,6/5/2002,Home,NJN,26924,12918,69,93.27
4382,Jump Shot,Jump Shot,252,33.9683,-118.3538,8,3,1,2001-02,48,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,6/5/2002,Home,NJN,26930,12918,69,93.27
4383,Turnaround Jump Shot,Jump Shot,262,33.9973,-118.1068,9,3,1,2001-02,42,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,6/7/2002,Home,NJN,26942,16663,73,93.7
4384,Jump Shot,Jump Shot,333,33.7913,-118.2328,3,3,1,2001-02,51,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,6/7/2002,Home,NJN,26944,16663,73,93.7
4385,Driving Finger Roll Shot,Layup,16,34.0443,-118.2698,9,1,1,2001-02,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/9/2002,Away,NJN,26949,15905,69,95.58
4386,Driving Dunk Shot,Dunk,75,34.0443,-118.2698,3,1,1,2001-02,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/9/2002,Away,NJN,26952,15905,69,95.58
4387,Jump Shot,Jump Shot,117,33.8963,-118.2758,10,2,1,2001-02,14,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,6/9/2002,Away,NJN,26956,15905,69,95.58
4388,Jump Shot,Jump Shot,30,34.0023,-118.2208,7,1,1,2001-02,34,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,6/12/2002,Away,NJN,26973,14861,69,93.18
4389,Jump Shot,Jump Shot,122,33.9033,-118.1788,11,2,1,2001-02,3,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,6/12/2002,Away,NJN,26977,14861,69,93.18
4390,Running Jump Shot,Jump Shot,71,33.9983,-118.1828,2,1,1,2002-03,44,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/20/2003,Away,MIN,26993,15063,68,93.74
4391,Jump Shot,Jump Shot,106,33.9723,-118.3008,10,2,1,2002-03,19,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/20/2003,Away,MIN,26997,15063,68,93.74
4392,Turnaround Jump Shot,Jump Shot,115,33.9503,-118.1008,8,2,1,2002-03,38,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/20/2003,Away,MIN,26999,15063,68,93.74
4393,Jump Shot,Jump Shot,34,33.9423,-118.4788,8,1,1,2002-03,19,23,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/22/2003,Away,MIN,27021,15856,68,98.42
4394,Jump Shot,Jump Shot,55,33.8523,-118.2518,5,1,1,2002-03,3,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/22/2003,Away,MIN,27023,15856,68,98.42
4395,Jump Shot,Jump Shot,105,33.5163,-118.1218,0,1,1,2002-03,1,54,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,4/22/2003,Away,MIN,27025,15856,68,98.42
4396,Jump Shot,Jump Shot,125,33.9173,-118.4458,9,2,1,2002-03,44,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/22/2003,Away,MIN,27027,15856,68,98.42
4397,Reverse Layup Shot,Layup,236,34.0443,-118.2698,11,3,1,2002-03,28,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/22/2003,Away,MIN,27032,15856,68,98.42
4398,Jump Shot,Jump Shot,289,33.9913,-118.3488,5,3,1,2002-03,15,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,4/22/2003,Away,MIN,27034,15856,68,98.42
4399,Fadeaway Jump Shot,Jump Shot,313,33.9493,-118.1168,2,3,1,2002-03,59,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/22/2003,Away,MIN,27036,15856,68,98.42
4400,Jump Shot,Jump Shot,473,33.8763,-118.4488,1,4,1,2002-03,39,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/22/2003,Away,MIN,27045,15856,68,98.42
4401,Jump Shot,Jump Shot,39,33.9783,-118.3038,7,1,1,2002-03,10,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/24/2003,Home,MIN,27050,14634,72,96.67
4402,Running Jump Shot,Jump Shot,64,34.0683,-118.4108,4,1,1,2002-03,20,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/24/2003,Home,MIN,27051,14634,72,96.67
4403,Jump Shot,Jump Shot,174,33.9273,-118.1238,4,2,1,2002-03,56,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/24/2003,Home,MIN,27055,14634,72,96.67
