rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
21849,Jump Shot,Jump Shot,94,21500059,33.8803,187,164,-118.0828,4,1,0,2015-16,41,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/3/2015,LAL vs. DEN,DEN,21842,14181,69,93.43
21850,Jump Shot,Jump Shot,384,21500059,33.8253,99,219,-118.1708,4,3,0,2015-16,1,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/3/2015,LAL vs. DEN,DEN,21849,14181,69,93.43
21863,Turnaround Jump Shot,Jump Shot,150,21500077,34.0423,150,2,-118.1198,11,2,0,2015-16,3,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/6/2015,LAL @ BKN,BKN,21856,15380,69,94.84
21864,Jump Shot,Jump Shot,176,21500077,33.8563,17,188,-118.2528,8,2,0,2015-16,46,18,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/6/2015,LAL @ BKN,BKN,21858,15380,69,94.84
21865,Jump Shot,Jump Shot,290,21500077,34.0603,-135,-16,-118.4048,0,2,0,2015-16,7,13,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/6/2015,LAL @ BKN,BKN,21862,15380,69,94.84
21866,Jump Shot,Jump Shot,434,21500077,33.8073,69,237,-118.2008,10,4,0,2015-16,31,24,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/6/2015,LAL @ BKN,BKN,21864,15380,69,94.84
21882,Jump Shot,Jump Shot,8,21500095,33.8803,119,164,-118.1508,10,1,0,2015-16,46,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/8/2015,LAL @ NYK,NYK,21867,13871,72,96.29
21883,Jump Shot,Jump Shot,417,21500095,34.0503,-189,-6,-118.4588,10,4,0,2015-16,56,18,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/8/2015,LAL @ NYK,NYK,21879,13871,72,96.29
21884,Jump Shot,Jump Shot,469,21500095,34.0373,141,7,-118.1288,5,4,0,2015-16,45,14,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/8/2015,LAL @ NYK,NYK,21881,13871,72,96.29
21885,Jump Shot,Jump Shot,514,21500095,34.0283,-155,16,-118.4248,2,4,0,2015-16,50,15,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/8/2015,LAL @ NYK,NYK,21883,13871,72,96.29
21899,Pullup Jump shot,Jump Shot,146,21500135,33.8393,-143,205,-118.4128,10,2,0,2015-16,19,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/13/2015,LAL @ DAL,DAL,21891,15589,71,95.11
21900,Jump Shot,Jump Shot,164,21500135,33.8903,17,154,-118.2528,8,2,0,2015-16,10,15,NA,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/13/2015,LAL @ DAL,DAL,21892,15589,71,95.11
21915,Jump Shot,Jump Shot,9,21500151,34.0503,104,-6,-118.1658,10,1,0,2015-16,47,10,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/15/2015,LAL vs. DET,DET,21902,15105,67,94.02
21916,Jump Shot,Jump Shot,255,21500151,33.9033,-138,141,-118.4078,0,2,0,2015-16,37,19,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2015,LAL vs. DET,DET,21909,15105,67,94.02
21917,Jump Shot,Jump Shot,336,21500151,33.9983,2,46,-118.2678,6,3,0,2015-16,23,4,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/15/2015,LAL vs. DET,DET,21914,15105,67,94.02
21918,Jump Shot,Jump Shot,485,21500151,33.7973,78,247,-118.1918,7,4,0,2015-16,8,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/15/2015,LAL vs. DET,DET,21918,15105,67,94.02
21919,Jump Shot,Jump Shot,532,21500151,33.8073,109,237,-118.1608,3,4,0,2015-16,44,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/15/2015,LAL vs. DET,DET,21919,15105,67,94.02
21931,Jump Shot,Jump Shot,285,21500188,33.9343,-30,110,-118.2998,5,3,0,2015-16,56,11,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/20/2015,LAL vs. TOR,TOR,21926,14279,69,92.96
21932,Turnaround Jump Shot,Jump Shot,427,21500188,33.9773,28,67,-118.2418,4,4,0,2015-16,42,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/20/2015,LAL vs. TOR,TOR,21930,14279,69,92.96
21949,Turnaround Jump Shot,Jump Shot,16,21500201,34.0283,68,16,-118.2018,10,1,0,2015-16,10,6,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2015,LAL vs. POR,POR,21934,14162,68,92.44
21950,Jump Shot,Jump Shot,76,21500201,33.8163,-106,228,-118.3758,5,1,0,2015-16,52,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/22/2015,LAL vs. POR,POR,21940,14162,68,92.44
21951,Jump Shot,Jump Shot,184,21500201,34.0423,-114,2,-118.3838,6,2,0,2015-16,23,11,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/22/2015,LAL vs. POR,POR,21945,14162,68,92.44
21952,Driving Layup Shot,Layup,333,21500201,34.0363,19,8,-118.2508,5,3,0,2015-16,58,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2015,LAL vs. POR,POR,21948,14162,68,92.44
21953,Jump Shot,Jump Shot,509,21500201,33.8463,-160,198,-118.4298,3,4,0,2015-16,25,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/22/2015,LAL vs. POR,POR,21953,14162,68,92.44
21954,Jump Shot,Jump Shot,526,21500201,33.9723,4,72,-118.2658,1,4,0,2015-16,59,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/22/2015,LAL vs. POR,POR,21954,14162,68,92.44
21967,Fadeaway Jump Shot,Jump Shot,37,21500214,33.8793,104,165,-118.1658,7,1,0,2015-16,35,19,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/24/2015,LAL @ GSW,GSW,21956,15177,69,96.14
21968,Driving Layup Shot,Layup,226,21500214,34.0333,-17,11,-118.2868,0,2,0,2015-16,2,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/24/2015,LAL @ GSW,GSW,21963,15177,69,96.14
21987,Turnaround Fadeaway shot,Jump Shot,18,21500244,33.9473,145,97,-118.1248,8,1,0,2015-16,42,17,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/28/2015,LAL @ POR,POR,21970,15331,72,97.21
21988,Jump Shot,Jump Shot,391,21500244,33.8263,-115,218,-118.3848,11,4,0,2015-16,3,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/28/2015,LAL @ POR,POR,21984,15331,72,97.21
22005,Jump Shot,Jump Shot,150,21500253,33.9523,173,92,-118.0968,8,2,0,2015-16,50,19,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/29/2015,LAL vs. IND,IND,21997,14116,69,91.98
22006,Jump Shot,Jump Shot,185,21500253,34.0453,-119,-1,-118.3888,5,2,0,2015-16,56,11,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/29/2015,LAL vs. IND,IND,21999,14116,69,91.98
22007,Jump Shot,Jump Shot,237,21500253,33.8593,-161,185,-118.4308,1,2,0,2015-16,43,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/29/2015,LAL vs. IND,IND,22001,14116,69,91.98
22008,Jump Shot,Jump Shot,248,21500253,34.0313,55,13,-118.2148,1,2,0,2015-16,2,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/29/2015,LAL vs. IND,IND,22002,14116,69,91.98
22029,Step Back Jump shot,Jump Shot,4,21500263,33.7923,-45,252,-118.3148,11,1,0,2015-16,21,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/1/2015,LAL @ PHI,PHI,22010,15053,69,95.55
22030,Jump Shot,Jump Shot,11,21500263,33.7873,35,257,-118.2348,10,1,0,2015-16,12,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/1/2015,LAL @ PHI,PHI,22013,15053,69,95.55
22031,Jump Shot,Jump Shot,266,21500263,33.7823,28,262,-118.2418,1,2,0,2015-16,47,26,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/1/2015,LAL @ PHI,PHI,22022,15053,69,95.55
22032,Jump Shot,Jump Shot,272,21500263,33.7873,37,257,-118.2328,0,2,0,2015-16,49,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/1/2015,LAL @ PHI,PHI,22024,15053,69,95.55
22033,Jump Shot,Jump Shot,367,21500263,33.8123,125,232,-118.1448,5,3,0,2015-16,13,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/1/2015,LAL @ PHI,PHI,22028,15053,69,95.55
22034,Driving Reverse Layup Shot,Layup,426,21500263,34.0283,-7,16,-118.2768,11,4,0,2015-16,16,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/1/2015,LAL @ PHI,PHI,22029,15053,69,95.55
22057,Jump Shot,Jump Shot,269,21500269,33.8853,-197,159,-118.4668,1,2,0,2015-16,12,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/2/2015,LAL @ WAS,WAS,22045,15427,69,94.86
22058,Jump Shot,Jump Shot,432,21500269,34.0133,120,31,-118.1498,10,4,0,2015-16,33,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/2/2015,LAL @ WAS,WAS,22049,15427,69,94.86
22075,Jump Bank Shot,Jump Shot,173,21500286,34.0313,-45,13,-118.3148,7,2,0,2015-16,23,4,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/4/2015,LAL @ ATL,ATL,22064,14056,69,94.6
22076,Pullup Jump shot,Jump Shot,311,21500286,33.9183,215,126,-118.0548,4,3,0,2015-16,9,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/4/2015,LAL @ ATL,ATL,22069,14056,69,94.6
22077,Driving Floating Jump Shot,Jump Shot,438,21500286,33.9973,112,47,-118.1578,4,4,0,2015-16,14,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/4/2015,LAL @ ATL,ATL,22074,14056,69,94.6
22090,Jump Shot,Jump Shot,96,21500301,33.8793,205,165,-118.0648,4,1,0,2015-16,48,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/6/2015,LAL @ DET,DET,22082,13939,67,91.13
22091,Jump Shot,Jump Shot,216,21500301,33.9243,78,120,-118.1918,5,2,0,2015-16,48,14,NA,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/6/2015,LAL @ DET,DET,22084,13939,67,91.13
22092,Layup Shot,Layup,355,21500301,34.0453,1,-1,-118.2688,6,3,0,2015-16,0,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/6/2015,LAL @ DET,DET,22090,13939,67,91.13
22106,Floating Jump shot,Jump Shot,70,21500308,33.9183,-20,126,-118.2898,4,1,0,2015-16,14,12,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/7/2015,LAL @ TOR,TOR,22096,14382,69,92.04
22107,Jump Shot,Jump Shot,297,21500308,33.9933,228,51,-118.0418,9,3,0,2015-16,24,23,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2015,LAL @ TOR,TOR,22100,14382,69,92.04
22108,Jump Shot,Jump Shot,449,21500308,34.0503,235,-6,-118.0348,5,4,0,2015-16,40,23,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2015,LAL @ TOR,TOR,22105,14382,69,92.04
22121,Jump Shot,Jump Shot,254,21500325,33.9133,101,131,-118.1688,9,3,0,2015-16,34,16,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/9/2015,LAL @ MIN,MIN,22119,15007,71,96.92
22133,Jump Shot,Jump Shot,257,21500342,33.8853,200,159,-118.0698,8,3,0,2015-16,41,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/11/2015,LAL @ SAS,SAS,22130,14296,72,95.48
22162,Pullup Jump shot,Jump Shot,69,21500370,33.9243,102,120,-118.1678,4,1,0,2015-16,16,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/15/2015,LAL vs. MIL,MIL,22152,13882,69,90.87
22163,Jump Shot,Jump Shot,94,21500370,33.9203,101,124,-118.1688,1,1,0,2015-16,31,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/15/2015,LAL vs. MIL,MIL,22155,13882,69,90.87
22164,Jump Shot,Jump Shot,387,21500370,33.7753,-17,269,-118.2868,0,3,0,2015-16,20,26,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/15/2015,LAL vs. MIL,MIL,22164,13882,69,90.87
22180,Jump Shot,Jump Shot,278,21500385,33.8853,-38,159,-118.3078,11,3,0,2015-16,24,16,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/17/2015,LAL vs. HOU,HOU,22173,14069,69,91.4
22202,Turnaround Jump Shot,Jump Shot,380,21500422,34.0603,-148,-16,-118.4178,2,3,0,2015-16,43,14,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/22/2015,LAL @ DEN,DEN,22194,15178,71,95.32
22221,Jump Shot,Jump Shot,76,21500435,33.8263,104,218,-118.1658,4,1,0,2015-16,12,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/23/2015,LAL vs. OKC,OKC,22209,15343,67,94.59
22222,Jump Shot,Jump Shot,247,21500435,34.0113,125,33,-118.1448,0,2,0,2015-16,1,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/23/2015,LAL vs. OKC,OKC,22217,15343,67,94.59
22223,Jump Shot,Jump Shot,297,21500435,33.9203,74,124,-118.1958,7,3,0,2015-16,6,14,NA,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/23/2015,LAL vs. OKC,OKC,22220,15343,67,94.59
22224,Running Layup Shot,Layup,314,21500435,34.0373,14,7,-118.2558,6,3,0,2015-16,2,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/23/2015,LAL vs. OKC,OKC,22222,15343,67,94.59
22248,Jump Shot,Jump Shot,281,21500455,33.7673,60,277,-118.2098,8,3,0,2015-16,32,28,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/27/2015,LAL @ MEM,MEM,22244,13914,70,95.3
22249,Jump Shot,Jump Shot,287,21500455,34.0493,182,-5,-118.0878,7,3,0,2015-16,16,18,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/27/2015,LAL @ MEM,MEM,22245,13914,70,95.3
22266,Turnaround Fadeaway shot,Jump Shot,8,21500458,34.0083,140,36,-118.1298,10,1,0,2015-16,32,14,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/28/2015,LAL @ CHA,CHA,22250,13539,68,93.26
22267,Driving Layup Shot,Layup,198,21500458,34.0313,4,13,-118.2658,4,2,0,2015-16,57,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/28/2015,LAL @ CHA,CHA,22256,13539,68,93.26
22268,Driving Reverse Layup Shot,Layup,277,21500458,34.0363,-14,8,-118.2838,9,3,0,2015-16,11,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/28/2015,LAL @ CHA,CHA,22261,13539,68,93.26
22269,Jump Shot,Jump Shot,454,21500458,33.8753,-2,169,-118.2718,3,4,0,2015-16,50,16,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2015,LAL @ CHA,CHA,22264,13539,68,93.26
22284,Step Back Jump shot,Jump Shot,4,21500476,34.0063,-132,38,-118.4018,11,1,0,2015-16,23,13,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/30/2015,LAL @ BOS,BOS,22270,13771,69,94.92
22285,Driving Finger Roll Layup Shot,Layup,222,21500476,34.0503,20,-6,-118.2498,3,2,0,2015-16,33,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/30/2015,LAL @ BOS,BOS,22279,13771,69,94.92
22286,Jump Shot,Jump Shot,228,21500476,33.9133,218,131,-118.0518,3,2,0,2015-16,4,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/30/2015,LAL @ BOS,BOS,22280,13771,69,94.92
22287,Jump Shot,Jump Shot,454,21500476,33.9243,-237,120,-118.5068,6,4,0,2015-16,40,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/30/2015,LAL @ BOS,BOS,22284,13771,69,94.92
22304,Jump Shot,Jump Shot,18,21500539,33.8203,-14,224,-118.2838,9,1,0,2015-16,38,22,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/7/2016,LAL @ SAC,SAC,22288,14873,67,93.64
22305,Jump Shot,Jump Shot,167,21500539,34.0373,123,7,-118.1468,7,2,0,2015-16,28,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/7/2016,LAL @ SAC,SAC,22293,14873,67,93.64
22306,Alley Oop Dunk Shot,Dunk,210,21500539,34.0433,0,1,-118.2698,4,2,0,2015-16,36,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/7/2016,LAL @ SAC,SAC,22297,14873,67,93.64
22322,Layup Shot,Layup,29,21500549,34.0443,-22,0,-118.2918,9,1,0,2015-16,13,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/8/2016,LAL vs. OKC,OKC,22307,15870,74,96.69
22323,Jump Shot,Jump Shot,172,21500549,34.0593,223,-15,-118.0468,8,2,0,2015-16,12,22,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,1/8/2016,LAL vs. OKC,OKC,22310,15870,74,96.69
22324,Floating Jump shot,Jump Shot,324,21500549,34.0363,-86,8,-118.3558,6,3,0,2015-16,4,8,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/8/2016,LAL vs. OKC,OKC,22319,15870,74,96.69
22325,Jump Shot,Jump Shot,472,21500549,33.8153,99,229,-118.1708,3,4,0,2015-16,31,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/8/2016,LAL vs. OKC,OKC,22324,15870,74,96.69
22326,Jump Shot,Jump Shot,546,21500549,34.0313,74,13,-118.1958,0,4,0,2015-16,3,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/8/2016,LAL vs. OKC,OKC,22326,15870,74,96.69
22333,Jump Shot,Jump Shot,31,21500576,34.0263,228,18,-118.0418,8,1,0,2015-16,2,22,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,1/12/2016,LAL vs. NOP,NOP,22327,14925,71,95.95
22334,Jump Shot,Jump Shot,64,21500576,33.8413,-140,203,-118.4098,4,1,0,2015-16,41,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/12/2016,LAL vs. NOP,NOP,22329,14925,71,95.95
22335,Pullup Jump shot,Jump Shot,76,21500576,33.9183,56,126,-118.2138,3,1,0,2015-16,35,13,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/12/2016,LAL vs. NOP,NOP,22331,14925,71,95.95
22348,Driving Reverse Layup Shot,Layup,40,21500592,34.0233,-16,21,-118.2858,6,1,0,2015-16,55,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/14/2016,LAL @ GSW,GSW,22340,13085,69,94.1
22349,Fadeaway Bank shot,Jump Shot,61,21500592,34.0233,-120,21,-118.3898,5,1,0,2015-16,11,12,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/14/2016,LAL @ GSW,GSW,22342,13085,69,94.1
22350,Fadeaway Jump Shot,Jump Shot,318,21500592,34.0233,192,21,-118.0778,8,3,0,2015-16,57,19,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/14/2016,LAL @ GSW,GSW,22347,13085,69,94.1
22357,Jump Shot,Jump Shot,2,21500608,33.9493,-201,95,-118.4708,11,1,0,2015-16,43,22,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/16/2016,LAL @ UTA,UTA,22351,15758,71,96.25
22358,Jump Shot,Jump Shot,190,21500608,33.9493,-227,95,-118.4968,5,2,0,2015-16,23,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/16/2016,LAL @ UTA,UTA,22357,15758,71,96.25
22363,Jump Shot,Jump Shot,100,21500614,33.8563,-47,188,-118.3168,0,1,0,2015-16,5,19,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/17/2016,LAL vs. HOU,HOU,22361,16896,70,94.43
22375,Jump Shot,Jump Shot,258,21500638,33.9033,195,141,-118.0748,1,2,0,2015-16,55,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/20/2016,LAL vs. SAC,SAC,22371,15695,69,100.03
22376,Layup Shot,Layup,298,21500638,34.0443,-19,0,-118.2888,0,2,0,2015-16,0,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/20/2016,LAL vs. SAC,SAC,22373,15695,69,100.03
22394,Fadeaway Jump Shot,Jump Shot,266,21500662,33.9003,-68,144,-118.3378,8,3,0,2015-16,56,15,NA,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/23/2016,LAL @ POR,POR,22391,15957,75,98.28
22407,Pullup Jump shot,Jump Shot,259,21500697,33.9033,81,141,-118.1888,8,3,0,2015-16,37,16,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2016,LAL vs. CHI,CHI,22404,14770,70,94.77
22424,Turnaround Bank shot,Bank Shot,28,21500720,33.9973,-81,47,-118.3508,9,1,0,2015-16,12,9,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/31/2016,LAL vs. CHA,CHA,22409,14233,73,96.38
22425,Jump Shot,Jump Shot,48,21500720,33.9083,159,136,-118.1108,6,1,0,2015-16,12,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/31/2016,LAL vs. CHA,CHA,22411,14233,73,96.38
22443,Pullup Jump shot,Jump Shot,56,21500734,33.8463,-150,198,-118.4198,5,1,0,2015-16,31,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/2/2016,LAL vs. MIN,MIN,22428,16124,68,93.34
22444,Running Pull-Up Jump Shot,Jump Shot,356,21500734,33.8693,-174,175,-118.4438,4,3,0,2015-16,31,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/2/2016,LAL vs. MIN,MIN,22436,16124,68,93.34
22445,Running Jump Shot,Jump Shot,486,21500734,34.0113,10,33,-118.2598,3,4,0,2015-16,10,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/2/2016,LAL vs. MIN,MIN,22444,16124,68,93.34
22446,Jump Shot,Jump Shot,506,21500734,33.8263,-25,218,-118.2948,1,4,0,2015-16,34,21,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/2/2016,LAL vs. MIN,MIN,22445,16124,68,93.34
22467,Jump Shot,Jump Shot,47,21500747,33.8223,-113,222,-118.3828,7,1,0,2015-16,16,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/4/2016,LAL @ NOP,NOP,22451,14205,68,96.62
22468,Jump Shot,Jump Shot,458,21500747,33.9973,238,47,-118.0318,6,4,0,2015-16,5,24,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2/4/2016,LAL @ NOP,NOP,22463,14205,68,96.62
